日付,基準価額
20140910,13284
20140911,13191
20140912,13232
20140916,12841
20140917,12913
20140918,13043
20140919,13047
20140922,13048
20140924,12829
20140925,12864
20140926,12711
20140929,12913
20140930,12907
20141001,12890
20141002,12828
20141003,12749
20141006,12875
20141007,12835
20141008,12684
20141009,12884
20141010,12826
20141014,12707
20141015,12850
20141016,12651
20141017,12746
20141020,12867
20141021,12992
20141022,13141
20141023,13165
20141024,13373
20141027,13375
20141028,13446
20141029,13541
20141030,13574
20141031,13690
20141104,14459
20141105,14484
20141106,14576
20141107,14509
20141110,14399
20141111,14551
20141112,14671
20141113,14544
20141114,14680
20141117,14661
20141118,14697
20141119,14802
20141120,14849
20141121,14853
20141125,14965
20141126,14944
20141127,15052
20141128,15161
20141201,15259
20141202,15184
20141203,15380
20141204,15437
20141205,15430
20141208,15574
20141209,15526
20141210,15360
20141211,15160
20141212,15294
20141215,15153
20141216,14856
20141217,14764
20141218,15212
20141219,15357
20141222,15456
20141224,15779
20141225,15703
20141226,15720
20141229,15781
20141230,15846
20150105,15705
20150106,15640
20150107,15644
20150108,15958
20150109,16091
20150113,15962
20150114,15917
20150115,16013
20150116,15887
20150119,16139
20150120,16205
20150121,16219
20150122,16166
20150123,16415
20150126,16309
20150127,16559
20150128,16448
20150129,16363
20150130,16457
20150202,16074
20150203,16096
20150204,16332
20150205,16190
20150206,16443
20150209,16224
20150210,16044
20150212,16261
20150213,16273
20150216,16175
20150217,16101
20150218,16206
20150219,16245
20150220,16035
20150223,16127
20150224,16230
20150225,15989
20150226,16052
20150227,15922
20150302,16086
20150303,16233
20150304,16148
20150305,16024
20150306,16084
20150309,15706
20150310,15799
20150311,15696
20150312,15746
20150313,15965
20150316,15933
20150317,16095
20150318,16053
20150319,16182
20150320,16311
20150323,16573
20150324,16572
20150325,16492
20150326,16199
20150327,16036
20150330,16084
20150331,16338
20150401,16168
20150402,16110
20150403,16246
20150406,16190
20150407,16345
20150408,16264
20150409,16319
20150410,16104
20150413,16073
20150414,15937
20150415,15973
20150416,15839
20150417,15894
20150420,15784
20150421,15834
20150422,15908
20150423,15981
20150424,15941
20150427,15926
20150428,15992
20150430,15706
20150501,15584
20150507,15302
20150508,15474
20150511,15707
20150512,15582
20150513,15575
20150514,15469
20150515,15723
20150518,15898
20150519,15857
20150520,15961
20150521,15936
20150522,15866
20150525,15901
20150526,15894
20150527,15935
20150528,16151
20150529,16106
20150601,16023
20150602,16232
20150603,16040
20150604,15886
20150605,15843
20150608,15768
20150609,15657
20150610,15571
20150611,15512
20150612,15683
20150615,15636
20150616,15568
20150617,15645
20150618,15729
20150619,15835
20150622,15724
20150623,15766
20150624,15744
20150625,15659
20150626,15479
20150629,15438
20150630,15144
20150701,15168
20150702,15451
20150703,15430
20150706,15333
20150707,15383
20150708,15497
20150709,15236
20150710,15346
20150713,15582
20150714,15780
20150715,15823
20150716,15888
20150717,16073
20150721,16047
20150722,15950
20150723,15991
20150724,15818
20150727,15792
20150728,15748
20150729,15845
20150730,15987
20150731,15907
20150803,16018
20150804,16070
20150805,16065
20150806,16054
20150807,16062
20150810,16051
20150811,16085
20150812,16158
20150813,16069
20150814,16130
20150817,16193
20150818,16298
20150819,16312
20150820,16157
20150821,15992
20150824,15471
20150825,14439
20150826,14284
20150827,14596
20150828,15012
20150831,14974
20150901,14699
20150902,14330
20150903,14503
20150904,14449
20150907,14081
20150908,14132
20150909,14464
20150910,14362
20150911,14447
20150914,14591
20150915,14589
20150916,14611
20150917,14807
20150918,14867
20150924,14834
20150925,14776
20150928,14887
20150929,14599
20150930,14710
20151001,14831
20151002,14890
20151005,15005
20151006,15340
20151007,15307
20151008,15400
20151009,15497
20151013,15550
20151014,15393
20151015,15275
20151016,15450
20151019,15590
20151020,15796
20151021,15852
20151022,15792
20151023,16071
20151026,15992
20151027,15956
20151028,15872
20151029,15936
20151030,15955
20151102,15809
20151104,15947
20151105,15923
20151106,15996
20151109,15773
20151110,15481
20151111,15544
20151112,15586
